Residuals
25.18052128
-3.017490823
19.20414936
-0.806334647
7.072395491
3.645305537
-8.200061126
-3.670938061
2.597361254
-22.54913166
12.91656743
15.18757268
46.78134437
21.17759528
5.809462183
22.49040693
-8.348013383
5.167315386
-10.50003918
-4.754219086
-4.269381641
-9.365851953
38.62820695
-3.799517932
-3.904106057
-15.11543642
-0.449964044
-5.840085046
36.16432158
-8.241415409
0.752643497
0.862809711
-3.301657413
1.068917018
-5.123131383
-0.518868368
2.2624846
4.727238939
-4.806428504
0.418387799
-9.194972749
-9.689541195
3.774290997
0.313104242
-2.559231374
-10.05646494
1.713187349
-9.204862647
-7.230803741
-6.534409218
-7.775391866
-1.851703281
-6.525800082
-6.994076792
3.791070474
13.1195134
15.44789582
-5.192104182
2.293428695
-3.639541852
4.562385547
-3.270093676
16.70064404
-8.558204172
3.830979394
-8.516314669
-6.357584531
-7.05926261
-3.346065349
2.65784995
21.66614927
-7.053850735
-7.053850735
-3.553850735
-10.57385073
-10.57385073
6.083526434
19.24893831
-2.93786443
-0.3753021
-2.834379953
3.548325984
-5.081303694
-6.136753464
21.8706237
0.576753617
-7.642015879
-7.235621357
-4.212833776
-5.997811902
-6.44084295
11.00370728
-0.597479475
-6.656188471
-8.849815091
-4.204282214
-5.377827191
1.236027607
0.215640532
-8.222309604
0.077690396
-7.854932435
-2.458046589
0.784659348
-8.509807775
-4.163413253
18.93802136
4.710562547
-3.941342246
7.864334238
-9.125665762
-9.125665762
7.137613142
-8.408698273
-3.083534255
4.753003875
-0.999618956
8.158045428
-7.538900918
-11.71967946
15.61472717
-6.199800459
0.253767124
-4.700556391
-2.334161869
-0.537706846
-6.228914744
4.278423066
-1.552355472
-7.566104558
-3.489505927
0.124265764
-0.355734236
23.88746302
-6.36827396
24.02855138
0.80344933
-6.69655067
37.84529362
9.549843852
-5.595258202
-11.55376163
9.337470341
-4.555931028
-9.764578059
-3.738901575
-6.662794268
-7.262650661
-5.682507053
-3.389166184
-4.811789015
-6.079944723
19.53886706
-5.602280339
19.55601898
16.56985117
-5.381705909
-3.7831602
-5.515598602
-5.162688556
-3.983323487
9.735837474
-5.737768004
-4.834487637
21.06104524
-4.414691745
-4.59325567
9.898875838
-4.11614311
4.312156205
-4.779544479
-4.90704265
11.6838795
-4.738168905
0.641974703
0.405315571
5.414537033
-7.814253606
0.678677582
-5.948985339
-4.246710224
5.858474937
-6.508615017
3.273660098
-8.169884879
-8.169884879
-1.246196295
14.90394731
18.61948019
1.560402336
-6.495334649
-6.211646065
-0.839227342
8.391141516
-3.953263643
-1.307299943
5.945466495
-5.438078482
-5.361479851
11.56249595
-5.731971175
0.842639556
-4.344594006
-4.974798114
0.885859422
-3.022296285
3.721535907
14.23905668
4.012745268
-2.490368886
-3.96284811
11.18545121
-4.019938064
-2.318728703
-4.580429387
-0.790920711
-4.848154272
-1.244813404
29.17063783
5.204060342
3.460167649
6.797544818
-2.345078013
-4.193725044
11.25160372
-5.09913253
-3.676038054
-2.909295816
-1.787451524
-5.368230063
-0.529356317
-0.529356317
-2.511691933
-4.669560426
-0.702183257
-4.612818188
-7.890973895
-5.141752434
1.985851449
-4.391586221
3.030401679
-6.01498759
-4.072221152
-0.600868183
-4.485335306
-4.265191699
0.75956264
3.223251224
-3.036605168
53.17460419
-4.516174346
0.84732981
4.693334331
-1.724656627
-6.373037586
-8.986008132
13.74243479
14.50272201
12.22932064
7.239833102
2.161308536
-3.409817719
22.35141278
-2.678094428
-6.770430044
-3.589364291
-4.098442144
-2.631064975
-1.692622052
6.907521555
-5.344035522
-4.994035522
38.27979667
34.57979667
17.95979667
16.90979667
16.90979667
11.05979667
-0.76020333
1.68979667
-0.06020333
-4.28020333
-5.05020333
-6.42020333
-7.57020333
-8.660838261
-4.150694654
2.472071785
-1.436862461
-5.55104237
8.802646215
-2.918132324
8.676622015
-3.728111181
-1.848049217
-0.301450586
17.68854941
-3.55591771
-4.334442276
2.757279551
-4.462720449
-4.05136748
1.547997589
-2.053703096
1.363120786
-4.225260173
-6.325260173
-8.340505835
0.312200103
-0.798619257
-1.488291221
-1.188291221
-3.998291221
1.573840287
-0.645872498
7.957816086
1.774271109
-2.389273868
-1.591896699
-0.336363822
4.995480471
7.987324763
-3.889477976
-4.007633684
2.865132755
4.750665631
-3.993801492
-3.850747838
-0.912448523
35.59613801
0.09458093
-2.446688932
8.156077506
-3.613922494
-2.039024548
-2.606258109
8.192041206
-1.656114502
-3.461503771
0.67310696
-3.074761533
-0.35631861
0.878394906
-3.180498518
-4.230498518
-3.900211303
0.922555135
-3.890989842
-3.342546919
-3.503325458
18.475896
-2.461337558
12.42958459
2.84079395
3.619093265
-4.02863162
-3.310332305
1.588889156
6.368889156
-0.211110844
3.118889156
-3.731110844
-3.731110844
-3.731110844
-3.731110844
-1.581110844
-3.731110844
-7.021110844
-7.331110844
-7.331110844
-7.331110844
18.15640993
-1.713446459
-1.487626368
13.49210756
4.811882309
-2.681519061
-0.607830476
-3.851375453
-1.372788923
-1.128956731
-1.774346
-2.717890977
0.643031169
-2.845328647
-3.465328647
-1.070574309
-4.010574309
-4.120574309
-3.601352847
4.530635053
-3.973688463
-1.998155586
3.964610852
-3.436802618
-2.922191887
2.161640305
0.181640305
5.790083228
-2.884383895
-4.172539603
9.922993274
-2.004321931
-2.403030926
4.063014417
-3.966145081
-2.216145081
-3.826145081
-2.656923619
-2.839402843
4.477974326
-1.905427043
-2.312845034
-3.355139828
4.166848072
-0.023930467
-3.155487544
-2.053356037
0.130476156
9.000210083
2.529984832
4.268284147
-3.641715853
-3.054051469
-3.776387084
1.875457208
9.698223646
-2.539501239
-0.339501239
4.226031638
-3.13253375
-2.991058316
7.109085292
-3.512615393
6.96582753
-5.65417247
-0.02417247
-10.58417247
-0.201406032
-0.64757384
-2.615729548
-8.021897355
-2.961897355
-4.917286625
-5.157286625
-3.567286625
-2.278843702
-1.954089364
-3.297265482
-1.282285893
-1.31386265
-1.714497581
-2.599743242
-6.612857397
-1.895664657
-6.553635935
-0.937180912
19.01558553
-2.368594382
0.10324991
-1.908450775
4.692471372
-0.866237624
-0.900151459
-2.489085706
-3.309085706
-1.673921687
