Country Name,Country Code,Series Name,Series Code,1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
United States,USA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,13.5093703292918,10.3155339805825,6.16061606160615,3.21243523316062,4.31726907630524,3.5611164581328,1.85873605947954,3.74087591240877,4.00908824391645,4.82700303009008,5.39795643990263,4.23496396453909,3.02881967814967,2.95165696638507,2.60744159215482,2.80541968853637,2.93120419993459,2.33768993730761,1.55227909874323,2.18802719697377,3.37685727149934,2.82617111885425,1.58603162650583,2.27009497336112,2.67723669309173,3.39274684549547,3.22594410070408,2.85267248150136,3.839100296651,-0.355546266299721,1.64004344238988,3.15684156862221,2.0693372652606,1.46483265562683,1.62222297740851,0.118627135552317
United States,USA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.244596225208085,2.59447038823151,-1.91089106804856,4.63245718120484,7.25908695936059,4.23873752083914,3.5116144990922,3.46174769185008,4.20397197941298,3.68052403304713,1.91937029742549,-0.0740845307123976,3.55539614766758,2.74585671892275,4.03764342486481,2.71897578878193,3.79588122942587,4.48702649316731,4.44991096328404,4.68519960839866,4.09217644881066,0.975981833932124,1.78612768745552,2.80677595648093,3.78574284969444,3.34521606334877,2.666625826122,1.77857023965289,-0.291621458693953,-2.77552957416808,2.53192061616315,1.60145467247139,2.32108445977606,2.21930802533575,2.38819999999969,..
